,Unnamed: 0,tipo,descricao,likes,comentarios,shortcode,id,time,hora,dia,semana,inter,Nome
767,17,Imagem,"Preparado, o jogador @richarlison está se recuperando da lesão e decidiu mudar o visual com um corte antizica um tanto quanto ousado e inovador para dar sorte. Internautas já estão dizendo que vão aderir. E AÍ, GOSTARAM?! 📸😍",229879,5943,Cks3pvtOpP0,2966991015811650548,2022-11-08 10:08:32,10,2022-11-08,1,235822,Choquei
459,9,Imagem,"O empresário Junior Peixoto, 41, ganhou uma fama inesperada na semana passada. Participante de um ato antidemocrático que rejeita a vitória de Luiz Inácio Lula da Silva (PT) sobre Jair Bolsonaro (PL), sua imagem agarrado a um caminhão em movimento viralizou nas redes sociais.Desde então, Peixoto ficou conhecido como ""patriota do caminhão"". E virou meme.

Em entrevista à @folhadesp nesta segunda (7), ele afirma que se sente exposto com a repercussão das imagens. Questionado, disse que prefere não comentar temas como o resultado das eleições 2022, que resultaram na vitória de Lula.

“Sou eleitor de Bolsonaro, se houver a oportunidade de ele pleitear uma campanha novamente, eu votarei nele [...] porque ele me representa. Mas o movimento, em si, deixou de ser por Bolsonaro. O movimento em si é pelo Brasil"", afirma.

Peixoto afirma que se pendurou no caminhão como uma forma de defesa, enquanto duas faixas da via eram desobstruídas pelos manifestantes e o veículo tentava passar. Ele diz que gesticulou pedindo paciência, mas o caminhão acelerou. Segundo Peixoto, como ele já estava com as mãos levantadas e gesticulando, a reação imediata foi segurar o limpador do para-brisas.

🔗 Leia a reportagem completa da Folha no link da bio de @UOLNoticias 

📷 Leo Caldas/Folhapress

#uol #uolnoticias #noticias #politica #patriotadocaminhao #bolsonaristas",9443,3718,Cks2vRSI6W4,2966986997415257528,2022-11-08 10:00:33,10,2022-11-08,1,13161,UOL Oficial
768,18,Imagem,"Em entrevista a esta coluna de Splash, durante o prêmio ""Men of the Year"", o cantor, que recentemente desmentiu que estaria namorando um homem, afirma não se encaixar em rótulos ou siglas, e conta que gostaria que as pessoas se preocupassem menos com quem ele se relaciona. O QUE ACHARAM?! 📸☺️",251914,9388,Cks1aY4O_Yo,2966981164415055400,2022-11-08 09:48:58,9,2022-11-08,1,261302,Choquei
769,19,Imagem,"Reynaldo Gianecchini fará par com Grazi Massafera em “Uma família feliz”, thriller dirigido por José Eduardo Belmonte. A história foi criada por Raphael Montes, autor da série ""Bom dia, Verônica"", da Netflix. VEM AÍ! 📸😍",136516,569,CkszDXCu5Vd,2966970785802720605,2022-11-08 09:28:21,9,2022-11-08,1,137085,Choquei
770,20,Imagem,"Uma mulher de 30 anos foi presa pela m0rt3 de um idoso de 72 anos, após, segundo a advogada dela, se defender de um 3stupr0 por parte do homem. O caso ocorreu no município de São Lourenço, no sul de Minas Gerais. QUE ABSURDO GENTE! 📸😳",598625,17304,CksuB7IOrEc,2966948696878133532,2022-11-08 08:44:28,8,2022-11-08,1,615929,Choquei
0,0,Imagem,"POSSE | De volta do descanso na Bahia, o presidente eleito, Luiz Inácio Lula da Silva (PT), discutiu nesta segunda-feira (7) o Orçamento de 2023, a formação de uma diversa equipe de transição e a definição de uma agenda internacional, numa tentativa de minimizar ameaças decorrentes de atos antidemocráticos no país. Aliados de Lula temem que bolsonaristas tentem inviabilizar a posse. Daí, a costura de uma equipe ampla de transição, que inclua de liberais ao líder do MTST (Movimento dos Trabalhadores Sem-Teto) e deputado eleito Guilherme Boulos. O vice-presidente eleito, Geraldo Alckmin (PSB), coordenador da equipe de transição, deverá anunciar nesta terça (8), em Brasília, nomes de integrantes do grupo. A socióloga Rosângela da Silva, a Janja, esposa do petista, deverá atuar na organização da cerimônia de posse. Leia em folha.com/poder |📱Assine a Folha, um jornal a serviço do Brasil: folha.com/assine #folha #fsp #folhadespaulo

📷 Nelson Almeida/AFP
📝 Catia Seabra (@catiaseabra), Victoria Azevedo (@vicazevedo) e Mateus Vargas

#PraTodosVerem: O presidente eleito Lula está no centro da fotografia colorida, em frente a aliados que comemoram o resultado das eleições. Ele é um homem branco de cabelos e barbas grisalhas, e ergue um dos braços para cima fazendo o sinal de ""L"" com a mão. Abaixo, está a seguinte chamada: ""Lula mistura liberais e Boulos na transição e busca endosso internacional para posse"".",10692,436,Ckstj3SsVuZ,2966946631174413209,2022-11-08 08:40:21,8,2022-11-08,1,11128,Folha de São Paulo
460,10,Imagem,"Mesmo após o término do período eleitoral, o ministro Alexandre de Moraes, do STF e atual presidente do TSE, mantém o padrão de decisões de bloqueio de páginas adotado no pleito, recebe o respaldo de setores do Judiciário e do Ministério Público Federal e é também criticado por supostamente censurar bolsonaristas.

Entre integrantes do Judiciário, há uma maioria que apoia o rigor exercido por Moraes nas decisões contra qualquer tipo de ataque ao sistema eleitoral ou disseminação de desinformação que possa colocar em xeque a lisura das eleições.

Há, porém, críticos do ministro que apontam a falta de transparência nas decisões, principalmente as tomadas no TSE. Esses críticos afirmam que, como se trata de casos excepcionais, é necessário que o ministro dê a maior transparência possível para evitar contestações; e também que o TSE explique em seguida as suspeitas levantadas.

📲 Leia mais em uol.com/noticias e siga @uolnoticias para ficar por dentro das principais notícias e bastidores da política

📷 Carlos Moura/SCO/STF

#uol #uolnotícias #tse #alexandredemoraes #stf #eleições2022 #bolsonarismo",15370,1867,CkstdsrI3kY,2966946207456524568,2022-11-08 08:39:31,8,2022-11-08,1,17237,UOL Oficial
608,8,Imagem,"ELEIÇÕES DE MEIO DE MANDATO🇺🇲 • Milhões de americanos vão às urnas, nesta terça-feira (8), para a as eleições de meio de mandato - conhecidas, no país, como “midterms"". Neste ano, a votação coloca em jogo a maioria que os democratas asseguram no Congresso e o futuro da gestão do presidente Joe Biden.

Os eleitores americanos escolherão todos os 435 deputados da Câmara dos Representantes (a Câmara Federal do país) e 35 dos 100 senadores, além dos governadores em 36 dos 50 estados do país.

Atualmente, o partido do presidente Joe Biden conta com uma estreita maioria no Congresso. Na Câmara, há 220 democratas, 212 republicanos e três cadeiras vagas. Já o Senado é dividido “50 a 50”, mas os democratas têm o voto de desempate. Nos Estados Unidos, quem ocupa a vice-presidência - Kamala Harris, atualmente - acumula também a presidência do Senado.

🗳️ Projeções da @cnn Internacional, feitas com base no site Inside Election, indicam que, até esta segunda-feira (7), os republicanos estariam na frente dos democratas nas disputas da Câmara e do Congresso - com possibilidade, inclusive, de tomar o controle de ambas as casas.

A perda da maioria no Congresso significaria para o governo Biden e para os democratas uma maior dificuldade para manejar as pautas das casas legislativas, as comissões e o orçamento do governo. 🔗 Saiba mais no link da bio. #CNNBrasil #EUA #Eleições #EstadosUnidos #Midterms

📸 Getty Images",9784,381,CkssYOmgRST,2966941433522623635,2022-11-08 08:30:02,8,2022-11-08,1,10165,CNN Brasil
771,21,Imagem,"CONCORDAM?! 📸😍
(imagem: reprodução internet / instagram)",226771,2775,CksrsWeICsH,2966938418315012871,2022-11-08 08:24:02,8,2022-11-08,1,229546,Choquei
304,4,Imagem,"EDITORIAL: É preciso pacificar o País, e os Três Poderes têm o dever de colaborar nessa empreitada. A contribuição de cada um deles se concretiza no fiel cumprimento dos respectivos deveres institucionais. É fonte de paz e de tranquilidade saber que cada órgão público atua dentro de suas competências, sem omissões e sem extrapolações. Deve-se louvar a atuação nos últimos anos do STF. Com independência institucional, a Corte soube defender a Constituição e o Estado Democrático de Direito de ataques e ameaças nestes tempos conturbados. Quando muitos se omitiram, a Corte agiu de forma atenta e responsável. Certamente, houve equívocos e exageros, mas o STF cumpriu sua função mais importante. A despeito de todas as tentativas antirrepublicanas e antidemocráticas, a Constituição prevaleceu.

Nos próximos anos, o País continuará necessitando muito do Supremo. A defesa da Constituição é tarefa permanente. Mas existe agora uma demanda muito especial para o STF, relacionada diretamente com a necessária pacificação do País: é preciso pôr fim aos inquéritos referentes à defesa do Estado Democrático de Direito e de suas instituições, dando a cada um deles o devido encaminhamento legal. Em momentos de não pequena confusão, as investigações ajudaram a recordar que, no Estado Democrático de Direito, os atos - em concreto, os ataques e as ameaças contra o regime democrático - têm consequências jurídicas. Não é um mundo sem lei.

Agora, precisamente para reafirmar que há lei no País e que ela deve ser cumprida, esses inquéritos precisam ter fim, com o oferecimento da denúncia ou o arquivamento da investigação. No Estado Democrático de Direito, não há espaço para manter inquéritos criminais abertos indefinidamente. Além de objeto definido, toda investigação tem início, meio e fim. Além de cumprir a lei, a finalização desse trabalho será ocasião de arrefecer os ânimos da população. É um modo concreto de o STF prestar contas à sociedade de tudo o que se fez nesses inquéritos, eliminando eventuais dúvidas e tensões que possam existir sobre esses casos. E, se alguém ousar reiniciar os ataques, é só instaurar um novo inquérito. 
Leia completo no #LinkdaBio. Foto: Wilson Pedrosa/Estadão",2944,438,CksmTkos3Fm,2966914725305348454,2022-11-08 07:36:58,7,2022-11-08,1,3382,Estadão
1,1,Imagem,"ACTION FIGURE | A loja de brinquedos Corbe Toys lançou para pré-venda, neste final de semana, o boneco Patriota do Caminhão, que satiriza o protestante bolsonarista que viralizou na internet após se agarrar na parte frontal de um caminhão. ""Quando furarem o bloqueio dos caminhoneiros, eu estarei lá com minha camiseta da seleção e torcendo pelo Brasil, sou Patriota com muito orgulho e muito amor, as vezes peço até intervenção militar! Se tentar furar algum bloqueio das rodovias, estarei lá, à frente do seu caminhão, e você me levará por quilômetros"", diz a descrição do brinquedo, que é vendido por R$ 89,90. Leia mais em folha.com/colunas/painelsa | 📱Assine a Folha, um jornal a serviço do Brasil: folha.com/assinenoinsta #folha #fsp #folhadespaulo

📷 Divulgação
📝 Joana Cunha (@JoanaCunhaO) com Paulo Ricardo Martins e Diego Felix (@diegorfelix)

#PraTodosVerem: Peça apresenta a imagem de divulgação do boneco. Trata-se da reprodução em miniatura de um homem de costas, com boné e camisa amarelas e calça preta, agarrado à frente de um caminhão. A chamada informa: ""Loja de brinquedos lança boneco Patriota do Caminhão"".",48794,2067,Cksj2YrMgmn,2966903923504449959,2022-11-08 07:15:30,7,2022-11-08,1,50861,Folha de São Paulo
305,5,Imagem,"🌱 AO VIVO PATROCINADO por @bayerbrasil 

O Summit Agronegócio deste ano tem como tema principal ‘Desafios à frente: o que o agronegócio brasileiro prepara para os próximos anos nas exportações, no mercado global, agricultura de baixo carbono e políticas agrícolas’.

➡️ Acompanhe o painel complementar ‘Os próximos passos do agro 5.0’ nesta terça, 8, às 12h20 ; inscreva-se gratuitamente https://bit.ly/3zoRodX",165,5,CksbUniMZQl,2966866418625254437,2022-11-08 06:00:59,6,2022-11-08,1,170,Estadão
2,2,Imagem,"Bom dia, esta é a capa da #folha desta terça (8). Acesse folha.com para ler mais. 
#fsp #folhadespaulo #capadodia",541,75,CksbSTbMfVj,2966866259594048867,2022-11-08 06:00:40,6,2022-11-08,1,616,Folha de São Paulo
306,6,Imagem,"Esta é a #CapaDoDia do Estadão desta terça-feira, 8 de novembro. Leia mais em www.estadao.com.br📰",653,74,CksPNzmIawx,2966813173981752369,2022-11-08 04:15:12,4,2022-11-08,1,727,Estadão
3,3,Coleção,"ESCALAÇÃO COMPLETA I  O técnico Tite anunciou nesta segunda-feira (7) os 26 convocados para defender o Brasil na disputa da Copa do Mundo no Qatar. A lista foi divulgada na sede da CBF (Confederação Brasileira de Futebol), no Rio de Janeiro. A grande surpresa foi a presença do veterano lateral-direito Daniel Alves, 39. O jogador vai disputar o Mundial pela terceira vez em sua carreira. ""O critério do Daniel Alves premia qualidade técnica individual, aspecto físico e mental"", justificou Tite. Dos 26 chamados pelo treinador, 16 nunca jogaram uma Copa do Mundo. Saiba mais em folha.com/esporte |📱Assine a Folha, um jornal a serviço do Brasil: folha.com/assinenoinsta #folha #fsp #folhadespaulo

🎨 Glauco Lara (@glauco.lara) 

#PraTodosVerem: carrossel com seis cards de inforgrafia apresenta rostos, nomes e outras informações sobre os jogadores selecionados para a seleção brasileira.",1661,73,CksNhf9teIl,2966805731199017509,2022-11-08 04:00:25,4,2022-11-08,1,1734,Folha de São Paulo
4,4,Imagem,"DÍVIDAS EM ATRASO | Pressionados pelos juros altos e por uma inflação que, apesar da trégua recente, ainda segue em níveis elevados, o número de brasileiros com dívidas em atraso vem aumentando ao longo dos últimos meses. Em outubro, o percentual de brasileiros com dívidas atrasadas avançou 4,7 pontos percentuais no período de 12 meses e alcançou o recorde de 30,3%, contra 25,6% em outubro de 2021. Os dados são da Peic (Pesquisa de Endividamento e Inadimplência do Consumidor), que será divulgada nesta segunda-feira (7) pela CNC (Confederação Nacional do Comércio de Bens, Serviços e Turismo), e representam o maior patamar de inadimplentes desde o início da série histórica, em janeiro de 2010. Leia em folha.com/mercado |📱Assine a Folha, um jornal a serviço do Brasil: folha.com/assinenoinsta #folha #fsp #folhadespaulo

📷 Gabriel Cabral/Folhapress (@gabriel.c.cabral)
📝 Lucas Bombana

#PraTodosVerem: Fotografia colorida mostra uma superfície vermelha onde estão diversas contas. Mãos de boneco manuseiam esses papeis, destacando uma conta da Sabesp, a Companhia de Saneamento Básico do Estado de São Paulo, entre as demais. A chamada informa: ""Inadimplência avança e atinge recorde de 30,3% da população em outubro, diz pesquisa"".",2808,94,CksGv9FMhDt,2966775938210205933,2022-11-08 03:01:13,3,2022-11-08,1,2902,Folha de São Paulo
5,5,Imagem,"Uma das vocalistas do grupo musical Abba, Agnetha Faltskog, se tornou o mais novo alvo de fake news em grupos bolsonaristas ao ter sua imagem compartilhada como a ""juíza renomada sueca Anna Ase"". A notícia falsa usa legendas erradas para o vídeo de uma entrevista que a cantora concedeu em 2013, fazendo parecer que ela é uma autoridade internacional contestando o resultado das urnas brasileiras.  O vídeo faz parte de uma epidemia muito particular de fake news após a eleição, que disfarça rostos de celebridades para dar um ar de legitimidade a discursos golpistas a favor do presidente Jair Bolsonaro. Leia mais em folha.com/ilustrada |📱Assine a Folha, um jornal a serviço do Brasil: folha.com/assinenoinsta #folha #fsp #folhadespaulo

📷 Reprodução

#PraTodosVerem: foto colorida mostra Agnetha Faltskog, do peito para cima. Ela é uma mulher branca, idosa, tem cabelos loiros e usa roupa branca. Abaixo, a chamada ""Por que bolsonaristas acreditam que cantora do Abba é juíza renomada""",38112,3129,Ckr_y8dtnMd,2966745357380645661,2022-11-08 02:00:28,2,2022-11-08,1,41241,Folha de São Paulo
6,6,Imagem,"O primeiro dia de julgamento de Flordelis dos Santos Souza, nesta segunda-feira (7), foi marcado por comoção e revelações de contradições dos réus no Tribunal do Júri em Niterói, na região metropolitana do Rio de Janeiro. A ex-deputada e pastora é acusada de ser a mandante do assassinato do marido, o pastor Anderson do Carmo. Ele foi morto a tiros na garagem da residência da família no bairro Pendotiba, também em Niterói, em 16 de junho de 2019. Ela nega todas as acusações. Leia mais em folha.com/cotidiano |📱Assine a Folha, um jornal a serviço do Brasil: folha.com/assine #folha #fsp #folhadespaulo

📷 Eduardo Anizelli/Folhapress (@anizelli)
📝 Bruna Fantti (@brunafantti)

#PraTodosVerem: A fotografia colorida mostra a ex-deputada federal Flordelis em segundo plano, entre duas formas pretas desfocadas. Ela é uma mulher negra de cabelos claros, usa óculos e uma camisa branca. Na imagem, ela leva uma das mãos à boca. A chamada informa: ""Delegada cita incesto e falso filho biológico em primeiro depoimento do julgamento de Flordelis"".",8033,229,Ckr6Eo7szN6,2966720185080427386,2022-11-08 01:10:27,1,2022-11-08,1,8262,Folha de São Paulo
7,7,Coleção,"TOP OF MIND | Para acompanhar as mudanças de comportamento dos brasileiros, a Folha Top of Mind estreia nesta edição a categoria Bicicleta. Símbolo do transporte sustentável, o segmento passa por um momento de estabilidade no país. Segundo a Abraciclo (associação das fabricantes), o ano deve terminar com 750 mil unidades produzidas no Polo Industrial de Manaus, número que repete o resultado de 2021. A maioria foi fabricada pela Caloi, que é a mais citada pelos entrevistados, com 37% das menções espontâneas.Leia mais em folha.com/top-of-mind (@folhatopofmind) | 📱Assine a Folha, um jornal a serviço do Brasil: folha.com/assine #folha #fsp #folhadespaulo

📷 Georgina Sarmento, Divulgação",717,18,Ckr0UUmMUM9,2966694874477314877,2022-11-08 00:20:10,0,2022-11-08,1,735,Folha de São Paulo
307,7,Imagem,"SELEÇÃO BRASILEIRA⚽️ ""Tite está seguro com Daniel Alves, talvez o único nome de sua lista para a Copa a torcer o nariz do torcedor"", escreve o colunista Robson Morelli. ""O treinador não titubeou ao mostrar a convocação da seleção brasileira para a Copa do Mundo nesta segunda-feira. Teve de se explicar sobre o lateral-direito. Não conseguiu. Ninguém entendeu nada. Ninguém também esperava Dani na relação. Pode ter sido seu maior equívoco olhando para todos os aspectos: físico, técnico e tático. Mas não de grupo.""

""Daniel pode ter sido uma carta no colete para que o Brasil tenha Neymar como nunca antes em Copas. Ambos se dão muito bem. Daniel é capaz de falar para o jogador do PSG o que nenhum outro da comissão técnica teve coragem na Copa passada. Na Rússia, ninguém peitou as bobagens e os caprichos do garoto.""

""Olho para Daniel Alves e o vejo mais nesta condição do que propriamente de vestir a camisa amarela e fazer a diferença nas partidas da seleção. Tenho dúvidas até se ele vai jogar nas três primeiras apresentações da fase de grupo, contra Sérvia, Suíça e Camarões. Aos 39 anos, o tempo de Dani passou. Vai ser o brasileiro mais velho a ser chamado para jogar uma Copa. Nunca um time do México teve jogador chamado para a seleção em Mundiais. A escolha de Dani quebra todos os protocolos esportivos."" Leia mais no #LinkDaBio (📸 Lucas Figueiredo/CBF)",7046,307,CkrultUtrb_,2966669680979654399,2022-11-07 23:30:06,23,2022-11-07,0,7353,Estadão
772,22,Imagem,"EU TÔ MORTA! 📸😂
(imagem: reprodução internet / instagram)",790466,5770,CkrufCFIGPF,2966669222230385605,2022-11-07 23:29:12,23,2022-11-07,0,796236,Choquei
8,8,Coleção,"A Câmara dos Deputados provavelmente nunca se pareceu tanto com as arquibancadas do autódromo de Interlagos como nesta segunda-feira (7), quando o plenário recebeu o piloto Lewis Hamilton para a entrega do título de cidadão honorário brasileiro. Heptacampeão mundial de Fórmula 1, o inglês participou de sessão solene nesta tarde, falou algumas palavras em português —""boa tarde"" e ""obrigado""— agradeceu a honraria, lembrou Ayrton Senna e enalteceu a diversidade brasileira. Leia em folha.com/esporte | 📱Assine a Folha, um jornal a serviço do Brasil: folha.com/assinenoinsta #folha #fsp #folhadespaulo

📷 João Gabriel
📝 Adriano Machado/Reuters

#PraTodosVerem: A postagem é um carrossel com duas peças. A primeira mostra Lewis Hamilton, homem negro de tranças nagô, fazendo um sinal de beleza com uma das mãos. Ele usa um paletó azul, e carrega uma medalha verde e amarela no peito. Está ao lado do presidente da Câmara, Arthur Lira, homem branco de cabelos grisalhos e cavanhaque curto. A chamada informa: ""Hamilton lembra Senna, transforma Câmara em Interlagos e recebe título de brasileiro"". A segunda imagem traz uma citação de Hamilton: ""Gostaria de dedicar essa honra ao Ayrton Senna, à sua família, seus amigos e seus fãs. Quando eu tinha cinco anos, vi ele correr pela primeira vez e foi o momento que soube que queria ser campeão mundial como ele. Foi ali que conheci e aprendi sobre o Brasil, foi ali que comecei a jogar [o jogo de videogame] Fifa com o [time do] Brasil"".",9308,156,CkrsVENMJLb,2966659741225358043,2022-11-07 23:10:21,23,2022-11-07,0,9464,Folha de São Paulo
609,9,Vídeo,"ANÁLISE WW • William Waack: “Um presidente que ganhou por pouco, mas com muitas esperanças, vai passar nesta terça-feira (8) por um difícil teste. O presidente é o americano Joe Biden, e o teste são as eleições de meio mandato”. Assista ao vídeo completo! #CNNBrasil #WW

🎧 O WW também está disponível em versão podcast nas principais plataformas de áudio. Com a participação de um time de analistas, o programa aprofunda o que é notícia no Brasil e no mundo.",15013,696,CkrpmHbjE8u,2966647718779047726,2022-11-07 22:46:56,22,2022-11-07,0,15709,CNN Brasil
308,8,Imagem,"AO VIVO PATROCINADO por @croplifebr 

O Summit Agronegócio 2022 já começou e tem como tema principal ‘Desafios à frente: o que o agronegócio brasileiro prepara para os próximos anos nas exportações, no mercado global, agricultura de baixo carbono e políticas agrícolas’.

Acompanhe o painel complementar ‘Tecnologia para produção de alimentos’ nesta terça, 8, às 11h20 ; inscreva-se gratuitamente https://bit.ly/3zoRodX",246,1,CkroWuUru7g,2966642262981668576,2022-11-07 22:35:38,22,2022-11-07,0,247,Estadão
9,9,Imagem,"TRANSIÇÃO DE GOVERNO | Um espectro ronda a escolha do presidente eleito Luiz Inácio Lula da Silva para o cargo de comandante do Exército, um dos mais sensíveis após quase quatro anos de simbiose deletéria entre o capitão reformado Jair Bolsonaro e os fardados. Trata-se do tuíte publicado pelo general Eduardo Villas Bôas em 3 de abril de 2018, na véspera do julgamento de um habeas corpus ao petista pelo Supremo Tribunal Federal, no qual o então chefe da Força intimidava a corte ao repudiar o que chamava de impunidade. O episódio é um marco da relação entre os poderes civil e militar desde a redemocratização de 1985. O próprio Villas Bôas viria a dizer depois, primeiro à Folha e depois em um livro, ter agido no limite da responsabilidade. Leia em folha.com/poder |📱Assine a Folha, um jornal a serviço do Brasil: folha.com/assine #folha #fsp #folhadespaulo

📷 Sergio Lima - 25.ago.10/Folhapress
📝 Igor Gielow

#PraTodosVerem: Fotografia colorida, de 2010, mostra o então presidente Lula e o então comandante do Exército, Enzo Peri. Eles caminham ao lado de dois grandes tanques de guerra, que desfilam numa solenidade em Brasília.",10988,664,Ckrmkb_MHsw,2966634409273359152,2022-11-07 22:20:02,22,2022-11-07,0,11652,Folha de São Paulo
